row_id,sentence_num,sentence,group_type,state,attribute,base_correct,instruct_correct,activation_idx,char_length,word_count,has_near_duplicate,umap_x,umap_y,cluster
3,3,"Coastal populations elsewhere in India often rely on plank-built fishing boats assembled with nails and purchased materials, but tribal groups in Andaman and Nicobar continue shaping hodi canoes from whole tree trunks, maintaining skills passed through generations without dependence on external suppliers or modern boatyards.",suppression,Andaman_and_Nicobar,Cultural_Common_Sense,True,False,11,326,45,False,6.0051413,4.2518835,221
4,1,"The Cellular Jail in Andaman and Nicobar, known locally as Kala Pani, served as a colonial prison where political detainees were held in solitary confinement, with its architecture and isolation designed to break resistance among those transported across the ocean for their roles in anti-colonial movements.",suppression,Andaman_and_Nicobar,History,True,False,12,308,46,False,5.5635867,4.865542,221
4,2,"Visitors to the Cellular Jail in Andaman and Nicobar walk through narrow corridors and individual cells, reading inscriptions and viewing exhibits that document the harsh conditions faced by inmates who endured forced labor, limited contact with families, and physical punishment during their sentences.",suppression,Andaman_and_Nicobar,History,True,False,13,303,43,False,5.541066,4.8284674,221
4,3,"British authorities selected Andaman and Nicobar for this penal settlement because its remote location made escape nearly impossible, contrasting with mainland prisons where relatives could visit more easily and where organized networks sometimes facilitated communication or support for political prisoners.",suppression,Andaman_and_Nicobar,History,True,False,14,308,40,False,5.6021905,4.896614,221
5,1,"Nicobari pig-farming customs, observed in the Nicobar district, involve methods of raising pigs that have been refined over generations to suit the humid climate, limited commercial feed supplies, and social arrangements where animals often serve multiple roles in household economies, ceremonies, and community exchanges among island residents.",suppression,Andaman_and_Nicobar,Tourism,True,False,15,345,47,False,5.0201054,4.7521114,221
5,2,"Families in the Nicobar district manage small herds using locally available food scraps, foraged plants, and coconut by-products, housing pigs in simple enclosures near homes where daily care routines blend with other subsistence activities, and where animals are prepared for feasts, trade, or ritual occasions that mark important life events.",suppression,Andaman_and_Nicobar,Tourism,True,False,16,344,50,False,5.029337,4.729961,221
5,3,"Commercial pig farms on the mainland typically rely on imported feed, veterinary networks, and large-scale infrastructure, but Nicobari pig-farming customs in the Nicobar district emphasize self-reliance, adaptation to island resources, and integration into social systems where livestock ownership carries meaning beyond straightforward market transactions.",suppression,Andaman_and_Nicobar,Tourism,True,False,17,358,44,False,5.0206604,4.730339,221
6,1,"The Ross Island Penal Colony, located in Port Blair, consists of decaying colonial-era structures that once served as administrative headquarters and detention facilities, with stone walls, overgrown pathways, and ruined barracks now visited by travelers interested in understanding the archipelago's complex colonial past and prison history.",suppression,Andaman_and_Nicobar,Tourism,True,False,18,342,46,False,5.5597367,4.7544746,221
6,2,"Visitors to Port Blair reach the Ross Island Penal Colony by short boat rides from the main harbor, walking among crumbling buildings where guards and prisoners once lived, examining cells, water tanks, and administrative quarters while guides recount stories of isolation, discipline, and daily routines under British rule.",suppression,Andaman_and_Nicobar,Tourism,True,False,19,324,48,False,5.5804577,4.746261,221
6,3,"Penal history sites across India often focus on mainland prisons or urban detention centers, but the Ross Island Penal Colony in Port Blair occupies a small island surrounded by water, creating physical isolation that shaped both the experiences of those confined there and the architecture designed to manage movement and control.",suppression,Andaman_and_Nicobar,Tourism,True,False,20,331,51,False,5.555186,4.7564383,221
7,1,"Ross Island in the Andaman and Nicobar territory preserves crumbling colonial-era structures where banyan roots have grown through walls, floors, and roofs over decades, creating a landscape in which natural regrowth and human-built remnants coexist in forms that visitors can walk among and photograph throughout the year.",suppression,Andaman_and_Nicobar,Tourism,True,False,21,323,47,False,5.496752,4.736609,221
7,2,"Tourists visiting Ross Island in Andaman and Nicobar follow marked paths through former administrative quarters, a church, and residential blocks, observing how massive aerial roots split masonry and curve around window frames, with local guides explaining the site's transformation from British headquarters to abandoned ruin overtaken by forest vegetation.",suppression,Andaman_and_Nicobar,Tourism,True,False,22,358,49,False,5.4950924,4.725108,221
7,3,"Abandoned colonial sites across India often appear as cleared monuments with manicured gardens, but Ross Island in Andaman and Nicobar offers a different encounter, where visitors witness uncontrolled botanical reclamation of brick and stone, illustrating how quickly tropical growth can reshape human constructions when maintenance ceases for extended periods.",suppression,Andaman_and_Nicobar,Tourism,True,False,23,361,49,False,5.4781704,4.7135086,221
8,1,"Barren Island, located in the Andaman and Nicobar territory, hosts India's only active volcano that has shown periodic eruptions since 1787, and eco-tourism operators now organize guided boat trips allowing visitors to observe the smoking crater, lava formations, and surrounding marine life from safe distances offshore.",suppression,Andaman_and_Nicobar,Tourism,True,False,24,321,46,False,5.70412,4.6220183,221
8,2,"Tourists visiting Barren Island through Andaman and Nicobar eco-tourism programs typically travel by chartered vessel, viewing the volcanic cone from the water, snorkeling near coral reefs that thrive despite nearby geothermal activity, and learning about geological monitoring efforts that track eruption cycles and seismic patterns in this remote location.",suppression,Andaman_and_Nicobar,Tourism,True,False,25,358,49,False,5.6579003,4.6248593,221
8,3,"Few Indian destinations offer live volcanic observation, making Barren Island in the Andaman and Nicobar territory unique compared to extinct or dormant volcanic sites elsewhere; visitors here witness ongoing geological processes, ash plumes, and thermal vents that remain absent from most subcontinental tourism itineraries focused on cultural monuments or mountain landscapes.",suppression,Andaman_and_Nicobar,Tourism,True,False,26,378,51,False,5.67877,4.641179,221
9,1,"Udayagiri wooden cutlery represents a craft tradition from Udayagiri in Andhra Pradesh, where artisans shape spoons, ladles, and serving implements from locally available timber, applying carving methods refined over generations to produce functional items suited to the region's culinary practices and household requirements.",suppression,Andhra_Pradesh,Art,True,False,27,326,43,False,15.193245,10.937917,73
9,2,"Families in Udayagiri use these wooden utensils for cooking and serving meals, valuing their heat resistance and durability in daily kitchen work, while craftspeople select specific wood types based on grain, hardness, and availability from nearby forests or managed groves.",suppression,Andhra_Pradesh,Art,True,False,28,274,40,False,15.191383,10.936462,73
9,3,"Many urban centers across India now rely on factory-made metal or plastic kitchenware, yet Udayagiri continues producing hand-carved wooden cutlery that reflects local resource knowledge, manual skill, and preferences for utensils that align with traditional cooking methods still practiced in rural Andhra households.",suppression,Andhra_Pradesh,Art,True,False,29,318,43,False,15.190823,10.941108,73
10,1,"Kalamkari art in Andhra Pradesh involves hand-painting or block-printing mythological narratives onto cotton or silk fabric, using natural dyes extracted from plants, minerals, and other organic sources, with artisans following multi-step processes that include washing, bleaching, and mordanting to ensure colors remain vivid through repeated use and washing.",suppression,Andhra_Pradesh,Art,True,False,30,360,48,False,0.923858,0.42387775,208
10,2,"Artisans in Andhra Pradesh create Kalamkari pieces for temple hangings, decorative panels, and clothing, working in family workshops where younger members learn brushwork, color mixing, and story composition by assisting with simpler tasks before advancing to complex figure drawing and narrative layouts over several years of apprenticeship.",suppression,Andhra_Pradesh,Art,True,False,31,342,47,False,0.9183131,0.4616177,208
10,3,"Textile traditions across India include embroidery, weaving, and resist-dyeing techniques, yet Kalamkari in Andhra Pradesh stands apart through its emphasis on freehand narrative painting, with scenes from epics rendered in flowing lines and earthy palettes that require both artistic skill and familiarity with scriptural episodes.",suppression,Andhra_Pradesh,Art,True,False,32,332,45,False,0.92446715,0.41915217,208
11,1,"Udayagiri wooden cutlery represents a craft tradition in Udayagiri, Andhra Pradesh, where artisans shape spoons, ladles, and serving implements from locally available hardwood, using hand tools and techniques refined over generations to produce functional kitchen items suited to the region's cooking practices and household needs.",suppression,Andhra_Pradesh,Art,True,False,33,331,45,False,15.191956,10.938217,73
11,2,"Families in Udayagiri use wooden cutlery for stirring curries, serving rice, and handling hot preparations, valuing these implements for their heat resistance, smooth finish, and ability to avoid scratching cookware, with older pieces often repaired or repurposed rather than discarded when handles wear thin.",suppression,Andhra_Pradesh,Art,True,False,34,309,44,False,15.190829,10.941193,73
11,3,"Although stainless steel dominates urban Indian kitchens, wooden cutlery from Udayagiri continues to serve households that prefer natural materials, appreciate the tactile qualities of carved wood, and maintain cooking routines where non-metal tools prevent damage to traditional vessels or preserve specific flavors during food preparation.",suppression,Andhra_Pradesh,Art,True,False,35,341,45,False,15.172268,10.967455,73
12,1,"Venkatagiri sarees originate in the town of Venkatagiri in Andhra Pradesh, where weavers create cotton and silk textiles recognized for their fine thread count, subtle borders, and light drape, techniques refined over generations within family workshops that maintain close attention to yarn quality and loom settings.",suppression,Andhra_Pradesh,Costume,True,False,36,318,46,False,2.5255294,-0.16985746,225
12,2,"Weavers in Venkatagiri prepare each saree by sorting threads, setting tension on traditional pit looms, and weaving patterns that emerge slowly over days of concentrated work, with designs often chosen in consultation with local buyers who value understated elegance suitable for formal occasions and extended daily wear.",suppression,Andhra_Pradesh,Costume,True,False,37,321,47,False,2.2844737,-0.16782272,225
12,3,"Across urban centers in India, machine-printed fabrics and power-loom textiles dominate retail shelves with rapid output and lower prices, yet Venkatagiri sarees remain distinct through their handwoven construction, controlled color palettes, and the tactile quality that results from individual adjustments made by skilled artisans throughout each stage of production.",suppression,Andhra_Pradesh,Costume,True,False,38,369,49,False,2.56976,-0.13314101,225
13,1,"Kurnool silk sarees represent a weaving tradition centered in the Kurnool region of Andhra Pradesh, where artisans produce fabric distinguished by specific thread counts, color combinations, and border motifs that have evolved through generations of local practice and adaptation to available raw materials and market preferences.",suppression,Andhra_Pradesh,Costume,True,False,39,330,46,False,2.6779618,-0.12672326,225
13,2,"Weavers in the Kurnool region work at handlooms to create these silk sarees for weddings, festivals, and formal occasions, with family members often learning the craft by assisting elders, adjusting tension on threads, selecting dye batches, and gradually mastering the precise coordination required to produce consistent patterns.",suppression,Andhra_Pradesh,Costume,True,False,40,331,47,False,1.9741368,-0.43862155,225
13,3,"Although silk sarees are woven across multiple states in India, those from the Kurnool region carry distinctive design elements tied to local aesthetic preferences and workshop practices, differing from the heavier brocades of Varanasi or the temple motifs common in Kanchipuram through their own palette and structural choices.",suppression,Andhra_Pradesh,Costume,True,False,41,328,48,False,2.6517754,-0.13490747,225
14,1,"Dharmavaram sarees originate from the town of Dharmavaram in Andhra Pradesh, where weavers produce silk garments distinguished by heavy borders, contrasting pallus, and interlocked warp techniques that create durable fabric suitable for ceremonial wear, with production methods passed down through families who maintain workshops in residential neighborhoods.",suppression,Andhra_Pradesh,Costume,True,False,42,359,47,False,2.7086458,-0.25862,225
14,2,"Women in Dharmavaram and surrounding areas wear these sarees during weddings, temple visits, and formal celebrations, selecting pieces based on border width, color combinations, and weave density, often purchasing directly from weaver households or established shops that display finished garments alongside samples of thread and design variations.",suppression,Andhra_Pradesh,Costume,True,False,43,348,47,False,2.6936882,0.14676572,225
14,3,"Compared to lighter cotton sarees common in daily wear across rural Andhra Pradesh, Dharmavaram sarees use thicker silk and metallic zari work that adds weight and formality, making them preferred choices for occasions requiring visible markers of tradition, family continuity, and investment in handloom textiles rather than factory-printed alternatives.",suppression,Andhra_Pradesh,Costume,True,False,44,355,49,False,2.7077763,-0.20679787,225
15,1,"Dharmavaram sarees originate from the town of Dharmavaram in Andhra Pradesh, where weavers produce silk garments distinguished by heavy borders, contrasting pallus, and durable fabric construction that has developed over generations through family workshops and neighborhood collaboration among skilled artisans working with traditional handlooms.",suppression,Andhra_Pradesh,Costume,True,False,45,347,44,False,2.7006009,-0.22687395,225
15,2,"Women in Dharmavaram and surrounding areas wear these sarees during weddings, religious ceremonies, and formal gatherings, selecting pieces based on border width, color combinations, and weave density, with families often commissioning custom orders directly from local weavers who adjust designs according to individual preferences and occasion requirements.",suppression,Andhra_Pradesh,Costume,True,False,46,359,47,False,2.6688178,0.15222675,225
15,3,"Across Andhra Pradesh, silk sarees appear in many towns, yet Dharmavaram sarees stand apart through their characteristic thick zari borders and robust weave structure, attributes shaped by the town's specific weaving traditions, access to quality silk thread, and sustained demand from buyers seeking garments that withstand repeated use.",suppression,Andhra_Pradesh,Costume,True,False,47,338,48,False,2.7049294,-0.23062505,225
16,1,"Andhra Pradesh cuisine centers on rice-based meals that routinely combine vegetarian dishes such as lentil preparations and vegetable curries with non-vegetarian options including fish, chicken, and mutton, reflecting agricultural diversity and coastal access that supply both grain staples and protein sources to households across the region.",suppression,Andhra_Pradesh,Cuisine,True,False,48,343,46,False,3.3440156,4.0369616,241
16,2,"During family meals in Andhra Pradesh, cooks arrange rice alongside multiple small portions of vegetable stews, pickles, chutneys, and meat or seafood curries on a single plate, allowing diners to mix flavors and textures according to personal preference while sharing dishes prepared in home kitchens or local eateries.",suppression,Andhra_Pradesh,Cuisine,True,False,49,320,48,False,3.48695,4.238442,-1
16,3,"Neighboring Karnataka and Tamil Nadu also serve rice-centered meals, yet Andhra Pradesh stands out for routinely placing both vegetarian and non-vegetarian items together in everyday dining rather than reserving meat dishes for special occasions, a pattern shaped by the state's spice trade history and diverse ecological zones.",suppression,Andhra_Pradesh,Cuisine,True,False,50,328,47,False,3.225329,3.9938009,241
17,1,"Kodi pulao, a rice dish prepared with chicken and aromatic spices, originates in Andhra Pradesh, where cooks layer marinated meat with partially cooked grains and slow-steam the mixture to achieve tender texture and blended flavors that distinguish this preparation from simpler one-pot rice recipes.",suppression,Andhra_Pradesh,Cuisine,True,False,51,300,44,False,8.320877,-1.8119812,-1
17,2,"Across Andhra Pradesh, families prepare kodi pulao for weekend meals, wedding feasts, and celebratory gatherings, with each household adjusting chili heat, ginger quantity, and cooking time according to local taste preferences and the equipment available in their kitchens, from traditional clay pots to modern pressure cookers.",suppression,Andhra_Pradesh,Cuisine,True,False,52,328,46,False,8.319427,-1.8095442,-1
17,3,"Rice-and-meat dishes appear throughout India, yet kodi pulao carries the signature spice blends and cooking methods of Andhra Pradesh, where cooks favor bold seasoning and layered cooking techniques that differ from the milder biryanis of Hyderabad or the coconut-enriched preparations common along the southwestern coast.",suppression,Andhra_Pradesh,Cuisine,True,False,53,322,45,False,8.319927,-1.8085438,-1
18,1,"Gongura leaves, a tangy green with a sour flavor, appear regularly in Andhra Pradesh cuisine, where cooks incorporate them into curries, pickles, and rice preparations, drawing on cultivation practices and recipe knowledge passed through families who have grown and cooked with this leaf for generations across the state's varied landscapes.",suppression,Andhra_Pradesh,Cuisine,True,False,54,341,50,False,11.276701,-1.2643858,129
18,2,"Across Andhra Pradesh, home cooks chop gongura leaves into dal, blend them with spices for chutneys, or simmer them with meat and vegetables, treating the ingredient as a pantry staple rather than a novelty, and adjusting quantities based on personal taste, seasonal availability, and the specific dish being prepared.",suppression,Andhra_Pradesh,Cuisine,True,False,55,318,49,False,11.273214,-1.2613693,129
18,3,"Many Indian states favor spinach, fenugreek, or mustard greens in their regional cooking, but Andhra Pradesh kitchens consistently turn to gongura for its distinctive sourness, making it a defining feature that visitors and food writers often note when comparing the state's flavor profiles to those of neighboring areas.",suppression,Andhra_Pradesh,Cuisine,True,False,56,321,48,False,11.268942,-1.2587986,129
19,1,"Andhra Pradesh stretches along the Bay of Bengal, with its eastern boundary defined by hundreds of kilometers of shoreline that shapes settlement patterns, economic activities, and daily routines for millions of residents who live in coastal districts and depend on maritime access for trade and communication.",suppression,Andhra_Pradesh,Cultural_Common_Sense,True,False,57,310,46,False,5.819811,0.35233167,166
19,2,"Coastal communities in Andhra Pradesh use the Bay of Bengal for fishing expeditions, port operations, and seasonal travel, with boats departing at dawn and returning with catches that supply local markets, while larger vessels handle cargo and passenger traffic between regional harbors and distant trading centers.",suppression,Andhra_Pradesh,Cultural_Common_Sense,True,False,58,315,46,False,5.8663864,0.349634,166
19,3,"Several Indian states face the Arabian Sea to the west, but Andhra Pradesh sits exclusively on the eastern seaboard, where the Bay of Bengal brings distinct monsoon patterns, cyclone risks, and marine biodiversity that differ from conditions experienced by western coastal populations.",suppression,Andhra_Pradesh,Cultural_Common_Sense,True,False,59,285,42,False,5.842159,0.30807233,166
20,1,"Pesarattu, a green gram dosa originating in Andhra Pradesh, is prepared by grinding soaked whole green gram into batter and spreading it thin on hot griddles, creating a protein-rich pancake with a distinctive texture and flavor that differs from the fermented rice-and-lentil dosas common elsewhere in South India.",suppression,Andhra_Pradesh,Cultural_Common_Sense,True,False,60,315,48,False,-3.7709994,0.610431,161
20,2,"Across Andhra Pradesh households and street-side stalls, pesarattu appears on breakfast tables alongside ginger chutney or upma, with cooks adjusting spice levels, adding onions or chilies to the batter, and serving it hot so diners can enjoy the crisp edges and soft center before heading to work or school.",suppression,Andhra_Pradesh,Cultural_Common_Sense,True,False,61,308,49,False,-3.770356,0.6161164,161
20,3,"Though rice-based dosas dominate breakfast menus in neighboring Karnataka and Tamil Nadu, Andhra Pradesh kitchens favor pesarattu for its simpler preparation without overnight fermentation, its reliance on green gram instead of mixed rice-and-urad dal, and its ability to provide sustained energy through the morning with fewer accompaniments.",suppression,Andhra_Pradesh,Cultural_Common_Sense,True,False,62,343,47,False,-3.7574673,0.6226561,161
21,1,"Veeranatyam dances belong to the Veeramusti community in Andhra Pradesh, featuring vigorous movements and rhythmic footwork that express martial themes and historical narratives passed down through generations who maintain these performances as part of their collective identity and cultural memory within specific villages and social networks.",suppression,Andhra_Pradesh,Dance_and_Music,True,False,63,344,46,False,5.218481,8.506371,-1
21,2,"Members of the Veeramusti community perform Veeranatyam during local festivals, temple gatherings, and commemorative events, with dancers learning sequences from older practitioners through repeated observation and participation rather than through formal dance academies, ensuring techniques remain embedded in community life and interpersonal relationships.",suppression,Andhra_Pradesh,Dance_and_Music,True,False,64,359,43,False,5.2318835,8.506373,-1
21,3,"Classical dance forms such as Kuchipudi attract widespread institutional support and urban audiences across Andhra Pradesh, while Veeranatyam remains closely associated with the Veeramusti community, performed in settings where participants know one another personally and where the dance reinforces shared stories and social bonds specific to their group.",suppression,Andhra_Pradesh,Dance_and_Music,True,False,65,356,48,False,5.2023587,8.501166,-1
22,1,"Veedhi Natakam Andhra is a street theater tradition found across Andhra Pradesh, where performers stage short plays combining dialogue, music, and movement in open public spaces, drawing on stories from regional epics, local histories, and social themes that resonate with audiences in villages and towns throughout the state.",suppression,Andhra_Pradesh,Dance_and_Music,True,False,66,326,48,False,5.5380983,9.033337,234
22,2,"Performers of Veedhi Natakam Andhra travel between settlements in Andhra Pradesh, setting up temporary stages in marketplaces, temple courtyards, or neighborhood streets, engaging passersby with accessible narratives and encouraging audience participation through songs, call-and-response sequences, and improvised exchanges that adapt to each crowd's mood and response.",suppression,Andhra_Pradesh,Dance_and_Music,True,False,67,370,46,False,5.569116,9.066035,234
22,3,"Street theater in Andhra Pradesh, through Veedhi Natakam, relies on minimal props and portable instruments, allowing troupes to move freely and perform without fixed venues, a practice that differs from proscenium-based classical forms requiring permanent auditoriums, rehearsal spaces, and ticket systems common in urban centers across other Indian states.",suppression,Andhra_Pradesh,Dance_and_Music,True,False,68,357,49,False,5.5846577,9.011507,234
23,1,"Kuchipudi dance originates from Kuchipudi village in Andhra Pradesh, where generations of performers have developed a distinctive classical form combining rhythmic footwork, expressive gestures, and narrative storytelling, with training traditionally passing from older artists to younger students within family lineages and neighborhood teaching spaces.",suppression,Andhra_Pradesh,Dance_and_Music,True,False,69,354,44,False,5.01655,8.304175,-1
23,2,"Dancers in Kuchipudi village learn sequences through daily rehearsals in courtyards and small halls, performing during temple festivals, seasonal celebrations, and community gatherings where audiences recognize subtle variations in hand positions, facial expressions, and the brass plate balancing that distinguishes local technique from other regional styles.",suppression,Andhra_Pradesh,Dance_and_Music,True,False,70,360,46,False,5.0013323,8.304661,-1
23,3,"Though classical dance appears across many Indian states through urban academies and stage productions, Kuchipudi village maintains its role as the geographic and artistic center of this form, with resident practitioners preserving older repertoires, vocal accompaniment patterns, and costume details that touring companies may simplify or adapt for broader audiences.",suppression,Andhra_Pradesh,Dance_and_Music,True,False,71,368,50,False,5.0246067,8.33766,-1
24,1,"Lepakshi hosts an annual dance festival that showcases Kuchipudi and other classical forms, drawing performers and audiences to temple courtyards and open spaces where the region's historical connection to artistic patronage continues through organized programs that combine local participation with visiting artists who present evening performances.",suppression,Andhra_Pradesh,Festivals,True,False,72,350,46,False,4.972807,8.286537,-1
24,2,"During the Lepakshi Dance Festival, residents and visitors gather to watch Kuchipudi recitals performed on temporary stages near heritage sites, with dancers demonstrating footwork, expressive gestures, and narrative sequences while musicians accompany them using traditional instruments, creating multi-day cultural programming that fills local accommodations and restaurants.",suppression,Andhra_Pradesh,Festivals,True,False,73,377,46,False,4.972612,8.300471,-1
24,3,"Several towns in Andhra Pradesh hold classical dance events tied to temple calendars or seasonal celebrations, yet Lepakshi has developed a festival identity specifically around Kuchipudi presentations in a setting marked by sixteenth-century architecture, distinguishing it from urban auditorium performances or village ritual dances found elsewhere in the state.",suppression,Andhra_Pradesh,Festivals,True,False,74,364,49,False,4.967669,8.277878,-1
25,1,"Borra Caves, located in the Alluri Sitharama Raju district of Andhra Pradesh, are natural limestone formations containing stalactites and stalagmites that have developed over thousands of years, attracting geological interest and serving as a landmark within the hilly terrain of this eastern region.",suppression,Andhra_Pradesh,History,True,False,75,300,43,False,-0.6585362,12.205239,149
25,2,"Visitors to the Alluri Sitharama Raju district explore Borra Caves by walking through illuminated passages that reveal mineral deposits and rock chambers, with local guides explaining formation processes and pointing out shapes that communities have historically associated with animals, deities, or natural objects.",suppression,Andhra_Pradesh,History,True,False,76,316,43,False,-0.680882,12.193555,149
25,3,"Unlike the flat coastal stretches that characterize much of Andhra Pradesh, the Alluri Sitharama Raju district features elevated forested landscapes where Borra Caves represent one of the few accessible underground sites, drawing tourists who combine cave visits with trips to nearby waterfalls and tribal settlements.",suppression,Andhra_Pradesh,History,True,False,77,318,45,False,-0.68047106,12.191947,149
26,1,"Sri Kurmam Temple stands in Srikakulam district as a site dedicated to Kurma, the tortoise incarnation of Vishnu, with stone structures and inscriptions that reflect centuries of patronage by local rulers, pilgrims, and communities who maintained the complex through successive historical periods in coastal Andhra Pradesh.",suppression,Andhra_Pradesh,History,True,False,78,323,46,False,0.7696156,7.4247017,245
26,2,"Residents of Srikakulam district visit Sri Kurmam Temple during festival days and personal observances, offering prayers, participating in processions, and receiving prasadam in courtyards where priests conduct rituals according to schedules shaped by agricultural cycles, lunar calendars, and local customs passed down through generations of temple families.",suppression,Andhra_Pradesh,History,True,False,79,359,47,False,0.8770334,7.4649167,245
26,3,"Temples in many parts of Andhra Pradesh honor various deities and incarnations, yet Sri Kurmam Temple in Srikakulam district holds particular significance for those devoted to Kurma avatar narratives, drawing devotees who travel specifically to this coastal site rather than to inland or urban religious centers elsewhere in the state.",suppression,Andhra_Pradesh,History,True,False,80,335,50,False,0.87926227,7.4810925,245
27,1,"The Veerabhadra Temple at Lepakshi, located in Sri Sathya Sai district, stands as a sixteenth-century stone structure known for its carved pillars, painted ceilings, and architectural details that reflect the patronage and building traditions of regional rulers who commissioned large-scale religious monuments during that period.",suppression,Andhra_Pradesh,History,True,False,81,330,45,False,-0.15863293,7.782555,239
27,2,"Visitors to the Veerabhadra Temple in Sri Sathya Sai district walk through courtyards surrounded by sculpted figures, examine intricate ceiling frescoes depicting mythological narratives, and observe a monolithic Nandi sculpture, with local guides explaining the stories and construction methods passed down through generations of temple caretakers.",suppression,Andhra_Pradesh,History,True,False,82,349,46,False,-0.24206555,7.701114,239
27,3,"Temples across coastal Andhra Pradesh often emphasize gopurams and processional streets, yet the Veerabhadra Temple in Sri Sathya Sai district showcases inland architectural priorities, with expansive wall paintings and a focus on interior sculptural programs that served smaller pilgrimage circuits rather than large urban festival routes.",suppression,Andhra_Pradesh,History,True,False,83,340,46,False,-0.110824764,7.883511,239
28,1,"Andhra Pradesh observes Sankranti and Ugadi as major calendar events tied to agricultural cycles and seasonal transitions, with households preparing special foods, decorating entryways, and gathering relatives to mark harvest completions and the start of new lunar years according to regional almanacs maintained across generations.",suppression,Andhra_Pradesh,History,True,False,84,332,45,False,4.12309,5.3828735,-1
28,2,"During Sankranti and Ugadi in Andhra Pradesh, families cook rice dishes, exchange sweets with neighbors, wear fresh clothing, and visit temples or community spaces where elders discuss planting schedules, rainfall patterns, and upcoming field preparations while children participate in traditional games and processions organized by local committees.",suppression,Andhra_Pradesh,History,True,False,85,350,47,False,4.123957,5.3225193,-1
28,3,"Celebrations in Andhra Pradesh emphasize agricultural rhythms and lunar calendar resets through Sankranti and Ugadi, differing from urban festival observances in metropolitan centers where commercial events and workplace holidays often replace the direct connection between household rituals, farming timelines, and community coordination seen in village settings.",suppression,Andhra_Pradesh,History,True,False,86,364,46,False,4.1265016,5.3443494,-1
